Title
A Certain Sacrifice
National Enquirer, The Untold Story
Immaculate Collection, The
Madonna Live, The Virgin Tour
Madonna, Justify My Love
Madonna, Like a Virgin
Hot to Trot
Fire with Fire
Hot Spot
Amarcord
Casablanca Express
Out of the Blue
Sands of Iwo Jima
Hand, The
Deep Cover
Il Bidone
El Guerrero Solitario
Heartbreak Ridge
Goodbye Girl, The
Audrey Rose
Polyester
Robin Hood: Prince of Thieves
White Sands
Color of Money, The
Children of a Lesser God
Matador
Women on the Verge of a Nervous Breakdown
Pepi Luci Bom
Forgotten, The
Flame & the Arrow, The
After the Shock
Modern Love
Riff Raff
Glory Stompers, The
Dances with Wolves
Matewan
Mississippi Burning
Eiger Sanction, The
Unsettled Land
Cat Chaser
Accused, The
Winter People
Reuben, Reuben
Made in Heaven
Top Gun
Witness
House on Carroll Street, The
Racing with the Moon
Lovesick
She's Having a Baby
Greatest Story Ever Told, The
Hawks
So Fine
Paths of Glory
Tom Jones
Sunshine Boys, The
Caddyshack 2
Internal Affairs
JFK
New Jack City
Scenes from a Mall
Hope & Glory
Ryan's Daughter
Man Who Loved Cat Dancing, The
Man Who Shot Liberty Valance, The
Dead-Bang
Big Top Pee-wee
Time Machine, The
Cabaret
Arthur
A Matter of Time
New York, New York
Nightmare on Elm Street, Pt. 5, The Dream Child
Fiendish Plot of Dr. Fu Manchu, The
Four American Composers
Asphalt Jungle, The
Ladies of the Chorus
How to Marry a Millionaire
Hollywood Out-Takes & Rare Footage
Nothing But Trouble
Wisdom
One Crazy Summer
We're No Angels
No Small Affair
Ghost
About Last Night
Six Weeks
Return of October
Come Back, Little Sheba
Going Places
Monte Walsh
Mr. Arkadin
White of the Eye
Producers, The
Front, The
House of the Rising Sun
In a Shallow Grave
Mc Q
Lady from Louisiana
Wait Until Spring Bandini
Long Voyage Home, The
Trouble with Harry, The
Encounters
Hud
Operation Pacific
Surf Nazis Must Die
Teahouse of the August Moon
Back in the U.S.S.R.
Man Who Haunted Himself, The
Prisoner of Honor.
Control
Desert Rider
Wholly Moses!
Star Trek VI: The Undiscovered Country
Star Trek V: The Final Frontier
Circuitry Man
Cobra
Beverly Hills Cop II
Red Sonja
To Joy
Macbeth
Vertigo
Young Love: Lemon Popsicle Seven
Crack-Up
Bury Me Not on the Lone Prairie
Law & Order
Man from Montana
Long Gray Line, The
Rio Grande
Wings of Eagles, The
Jamaica Inn
Big Jake
Quiet Man, The
After the Rehearsal
Big Jim McLain
Smith!
Wild One, The
Manxman, The
International Velvet
Scanners
Trick or Treat
48 Hrs.
Trip to Bountiful, The
Mister Roberts
Z
Maurice
Hamlet
La Femme Nikita
Honeymoon in Vegas
Going for the Gold
Shout at the Devil
A Smoky Mountain Christmas
Getting Physical
Torn Apart
From the Hip
Ratings Game, The
Class Act
Water
Silent Movie
Pink Cadillac
Jerk, The
Wild Times
Sweet Liberty
Grease II
Married to the Mob
Ladyhawke
Fabulous Baker Boys, The
Into the Night
Russia House, The
Tequila Sunrise
B. A. D. Cats
Last Movie, The
Dillinger
Little Dorrit
My Best Girl
Seizure
A Chorus of Disapproval
Rome Adventure
Drowning by Numbers
Born to Ride
Her Alibi
Glitz
Dangerous Pursuit
Experiment in Terror
Hideaways, The
What's New Pussycat
What's New Pussycat?
Packin' It In
Naked Gun: From the Files of Police Squad!, THe
In Too Deep
Twins
Experts, The
Naked Lie
Mistress
Pleasure Palace
Adam at 6 A.M.
Web of Deceit
New York Stories
Dreams Lost, Dreams Found
Au Revoir les Enfants
Quo Vadis
Fighting Kentuckian, The
Zardoz
Police Academy 6: City under Siege
Police Academy 5: Assignment Miami Beach
Police Academy 3: Back in Training
America's Music, Blues
Julia
Devils, The
Ransom
Cadillac Man
Best of Times, The
Death of a Salesman
It Started with a Kiss
Money, The
Empire of the Sun
Comfort of Strangers, The
On Her Majesty's Secret Service
Pretty in Pink
PK. & the Kid.
Lone Star Trail, The
Summer
Planes, Trains & Automobiles
Pretty Woman
Flatliners
Hook
Riders of Pasco Basin
Gotta Dance, Gotta Sing
Desperate Hours
Gung Ho
Shooting Elizabeth
Strangers on a Train
Sacketts, The
To Die Standing
Rodeo Girl
Butch Cassidy & the Sundance Kid
Hellfighters
Final Countdown, The
Blue Velvet
Cousins
Black & White in Color
Another Woman
Night on Earth
Permanent Record
Fisher King, The
Another You
Young Lions, The
Cheerleader Camp
Trapper County War
Angel & the Badman
Impulse
Track Twenty-Nine
Freejack
John Wayne Matinee Double Feature, No. 1
Smallest Show on Earth, The
Innerspace
Presidio, The
Joe Versus the Volcano
Doors, The
Welcome Home, Roxy Carmichael
Cancel My Reservation
North by Northwest
Russians Are Coming, the Russians Are, The
Exodus
Ballad of Narayama, The
Out of the Darkness
Garden of the Finzi-Continis, The
Steppenwolf
Mackintosh Man, The
Partner
Conformist, The
Dirty Harry
Ferris Bueller's Day Off
Legend
Buddy System, The
A Dry White Season
Rocky Horror Picture Show, The
War & Peace
Defense of the Realm
Basil The Rat
Fawlty Towers, Gourmet Night, Waldorf Salad & The Kipper & the Corpse
Going Under
U S. Sub Standard.
Hells Angels on Wheels
Passenger, The
Last Tango in Paris
Indigo Autumn & Lilac Dream
Kriemhild's Revenge, The Nibelungenlied
Johnny Tiger
Head Office
Live & Let Die
Le Charme Discret de la Bourgeoisie
Blue City
Bad Boys
Whoopee Boys, The
Last Picture Show, The
Diamond Trap, The
Endless Love
Rocky
Cocktail
Sabotage
Madame Rosa
Fozzie's Muppet Scrapbook
Desiree
Spartacus
Guys & Dolls
Until They Sail
Coming to America
Lilies of the Field
River's Edge
Ruthless People
Secret of My Success, The
Shop on Main Street, The
Funny Farm
Lonely Passion of Judith Hearne, The
California Suite
Maximum Overdrive
Pale Rider
Kissing Place, The
French Lesson
Roller Blade
A Shot in the Dark
Treasure Seekers, The
Missing
Picasso Trigger
Hard Ticket to Hawaii
Diamonds are Forever
Baby Face
Violent Men, The
Cocoon
Clockwise
Romantic Comedy
Outland
Hang 'em High
Basic Instinct
Total Recall
Stakeout
Unnamable II, The Statement of Randolph Carter, The
Trip, The
Ironweed
Kramer vs. Kramer
Still of the Night
Defending Your Life
Deer Hunter, The
Falling in Love
Heartburn
Silkwood
Sophie's Choice
Out of Africa
French Lieutenant's Woman, The
Plenty
A Cry in the Dark
She-Devil
Death Becomes Her
Kids & Pesticides
On a Clear Day You Can See Forever
Nuts
Yentl
Funny Girl
Fellow Traveller
Dodesukaden
Sicilian, The
So Ends Our Night
Sword of the Valiant
Devil's Wanton, The
Driving Miss Daisy
Seventh Cross, The
Between Friends
Raintree County
Driver's Seat, The
Reflections in a Golden Eye
X, Y & Zee
Secret Ceremony
Cleopatra
Father of the Bride
Who's Afraid of Virginia Woolf?
A Little Night Music
Giant
Rumor Mill, The
Lassie Come Home
Return Engagement
Hammersmith Is Out
Super Duper Bloopers
Elizabeth Taylor Collection, The
Ash Wednesday
Last Time I Saw Paris, The
Cimarron
Apache Woman
Gary Numan - Berzerker
Mystic Pizza
Dogfight
Adventures of Rex & Rinty, The
Daphnis & Chloe
Marathon
Fort Apache
Wee Willie Winkie
Big Shots
Doin' Time on Planet Earth
All the Right Moves
Some Kind of Wonderful
All New Tales from the Crypt, A Trilogy
Back to the Future
Winter Light
Silence, The
Magician, The
Four Horsemen of the Apocalypse, The
Critical Condition
Center of the Web
Border Shootout
Lean on Me
On Wings of Eagles
Texas
Allegheny Uprising
Dark Command
Peggy Sue Got Married
Dear America, Letters Home from Vietnam
Prizzi's Honor
Man with Two Brains, The
Crimes of Passion
Jewel of the Nile, The
Romancing the Stone
Accidental Tourist, The
Sea Chase, The
Another Time, Another Place
Cannibal Women in the Avocado Jungle of Death
Mr Love.
2001: A Space Odyssey
Persona
Scenes from a Marriage
Hour of the Wolf
Passion of Anna, The
Dangerous Moves
Sayonara
Where Eagles Dare
Teen Wolf
Amazon
Paper Chase, The
Virgin Spring, The
Spider's Stratagem
Play Misty for Me
Going Ape
Cool Hand Luke
Phantom of the Ritz
Crash & Burn
After Dark My Sweet
Christopher Columbus: The Discovery
Young Sherlock Holmes
Doc Hollywood
Baja Oklahoma
Aliens
Alien Three
Alien: resurrection
Alien
One Woman or Two
Soggy Bottom U. S. A.
Bang the Drum Slowly
Catamount Killing, The
Fuzz
Shoot Loud, Louder, I Don't Understand!
Bedazzled
Prince & the Pauper, The
One Hundred Rifles
Wild Party, The
Bandolero!
Last of Sheila, The
Hannie Caulder
Sounds of the Seventies...& the Beat Goes
Bird
Meet Millie
Hell Comes to Frogtown
Fortune Cookie, The
Sun Shines Bright, The
Squeeze, The
Start the Revolution Without Me
Major League
Bright Lights, Big City
Lost Boys, The
Cookie
Conversation, The
American Graffiti
Dangerous When Wet
Stir Crazy
Young Einstein
Killing, The
Cahill, United States Marshal
Savage Intruder, The
Sheltering Sky, The
An Officer & a Gentleman
Black Widow
Legal Eagles
Bloody Mama
A Patch of Blue
I Died a Thousand Times
Tentacles
Scalphunters, The
A Day in October
A Fistful of Dollars
My Science Project
Great Race, The
Searchers, The
Meteor
Rebel Without a Cause
West Side Story
Trash
A Big Hand for the Little Lady
A Fine Madness
Glass Menagerie, The
Harry & Son
Rachel, Rachel
Paris Blues
Fugitive Kind, The
Mr. & Mrs. Bridge
State of Grace
Shadow of a Doubt
Men, The
Stage Fright
Magic Town
That Lucky Touch
Lust for Gold
Heat
Employee's Entrance
Night Is My Future
Witches, The
Vera Cruz
Apache
Twilight's Last Gleaming
Frisco Kid, The
Bank on the Stars
Law of Desire
Quiller Memorandum, The
Longest Day, The
Name of the Rose, The
Bloodsport
Torment
Pelle the Conqueror
Taps
Freshman, The
Last Emperor, The
Grim Reaper, The
Le Dernier Combat
Too Beautiful for You
Fire, Ice & Dynamite
Heavens Above
One Eyed Jacks
Swing It, Sailor!
Wolf at the Door, The
Modern Times
Thunderbolt & Lightfoot
A Nous la Liberte
Scum
Inside Man, The
Apocalypse Now
Bellboy & the Playgirls, The
Terror, The
Raven, The
They Came from Within
Boy in Blue, The
Killer Tomatoes Strike Back
Attack of the Killer Tomatoes
Untouchables, The
Wise Guys
American Autobahn
Final Alliance, The
Bounty, The
Little Prince, The
Posse
Firefox
Penitentiary III
Ginger & Fred
Wrong Box, The
Wagonmaster
They Were Expendable
Last Hurrah, The
Law of the Golden West
Pioneer Marshal
Ranger of the Cherokee Strip
Vanishing Westerner
Bandits of Dark Canyon
Bold Frontiersman, The
Wild Frontier, The
Firemen's Ball, The
Local Hero
French Connection, The
To Live & Die in L. A.
Ferry to Hong Kong
Eddie Murphy, Delirious
Secret Policeman's Private Parts, The
Up the Creek
Yol
Sara Dane
Night Tide
His Majesty O'Keefe
North to Alaska
Flight to Fury
Ride in the Whirlwind
Powderkeg
I Confess
Thirty-Nine Steps, The
Topaz
Murder
Dial M for Murder
Young & Innocent
Creature from Black Lake
Chariots of Fire
Monty Python Live at the Hollywood Bowl
Man Who Would Be King, The
Victory
Kelly's Heroes
Next of Kin
Chattahoochee
Angelic Conversation, The
Down by Law
Killing Fields, The
Survival Zone
Monty Python's Life of Brian
Monty Python's the Meaning of Life
Red Tent, The
Dakota
Viva Zapata!
Green Berets, The
Big Bad John
Ticket of Leave Man, The
D-Day, The Sixth of June
Apprenticeship of Duddy Kravitz, The
A Clockwork Orange
Full Metal Jacket
Sanshiro Sugata
Rhapsody in August
No Regrets for Our Youth
Bad Sleep Well, The
Idiot, The
Rashomon
Sanjuro
Seven Samurai
Throne of Blood
Yojimbo
Kagemusha
Ikiru
Empire of Spiritual Ninja
Ninja, the Violent Sorcerer
Metropolis
Cloak & Dagger
Spiders
Human Desire
Spies
Testament of Dr. Mabuse, The
Fury
Mo' Better Blues
Matt Talbot
Will Rogers, Look Back in Laughter
For a Few Dollars More
Thirty Seconds over Tokyo
Class of 1984
Juggernaut
Good Morning, Vietnam
Blood on the Sun
Paint Your Wagon
Ensign Pulver
Street People
Manhunt, The
Operation Nam
Fighting Seabees, The
Let It Rock
Eraserhead
Ladykillers, The
Sweet Smell of Success
And Now for Something Completely Different
Crackers
Green Glove
Menace on the Mountain
In Old California
Thirty Is a Dangerous Age, Cynthia
Ffolkes
Chisum
Hunt for Red October, The
Closely Watched Trains
Executive Action
Flying Tigers
Father's Little Dividend
An Evening with Robin Williams
Eddie Murphy Raw
Harlem Nights
Santee
Good Father, The
Sometimes a Great Notion
Catch Twenty-Two
Dark Age
Deadline
Mysterious Mr. Wong
A Month in the Country
Prom Night III, The Last Kiss
Blood in, Blood Out
Wrong Arm of the Law, The
Orphans
All the President's Men
J-Men Forever
Wild Bunch, The
Judgement in Berlin
Hot Line, The
Rocket Gibraltar
Yakuza, The
Jeremiah Johnson
Burn!
Magnum Force
Cyborg
Prisoner of Zenda, The
Scream
Assault, The
Flying Leathernecks
What Comes Around
Mon Oncle D'Amerique
Culpepper Cattle Company, The
Survivors, The
Roadhouse Sixty-Six
Burning Poles, Cecil Taylor in Performance
Russkies
My Blue Heaven
Altered States
Cowboys, The
Code Name, Emerald
Patton
Midnight Cowboy
Falcon & the Snowman, The
Maitresse
Disorderlies
Raging Bull
Garrison Keillor's Home
Overland Stage Raiders
Pals of the Saddle
Alone in the Dark
Beguiled, The
Escape from Alcatraz
Criss Cross
Midway
Indiana Jones & the Last Crusade
Duel
Separate but Equal
Gosta Berling's Saga
Platoon
Crawling Hand, The
Willy Wonka & the Chocolate Factory
Joe Kidd
Santa Claus, The Movie
Boys Town
Erasure, Live Wild!
A Question of Honor
Check Your Guns
West to Glory
Throwback, The
Border Feud
Fighting Vigilantes, The
Law of the Lash
Outlaw Country
Return of the Lash
Mystery of the Hooded Horsemen
Tex Rides with the Boy Scouts
Shadows of the West
Instant Karma
Time Lock
Appointment in Honduras
Danton
Alamo, The
La Chevre, (The Goat)
Les Comperes
Dead Poets Society
Othello, The Lost Masterpiece
Battleground, The
Kings of the Road (In the Course of Time)
Hiroshima
Return of Martin Guerre, The
Somebody up There Likes Me
Jack Benny Show
Mutiny on the Bounty
Death Valley Days, Deadly Decision
Monty Python's Flying Circus
Monty Python's Flying Circus, Vol 1.
Monty Python's Flying Circus, Vol 2.
Monty Python's Flying Circus, Vol 3.
Valkenvania
Secret Policeman's Other Ball, The
Taming of the Shrew, The
From Russia with Love
Offence, The
Hollywood Mavericks
Live at Harrah's
Persuaders, The Overture, The
Nineteen Hundred
Van, The
My Country Right or Wrong
Clint Eastwood Collection, The
Complete Dirty Harry, Magnum Force, The
Dead Pool, The
Good, the Bad & the Ugly, The
